Source,Target
Harry,Dudley
Harry,Mrs. Dursley
Harry,Mr. Dursley
Harry,Mr. Dursley
Harry,the Dursleys
Harry,Dudley
Harry,Hagrid
Harry,the Dursleys
Harry,Hagrid
Harry,Ron
Harry,Morgana
Harry,Ron
Harry,Slytherin
Harry,Dumbledore
Harry,Quirrell
Harry,Percy
Harry,Snape
Harry,Ron
Harry,Hagrid
Harry,Hagrid
Harry,Malfoy
Harry,Hermione
Harry,Filch
Harry,Ron
Harry,Parvati Patil
Harry,Ron
Harry,Seeker
Harry,Hermione
Harry,Hermione
Harry,Snape
Harry,Ron
Harry,Hermione
Harry,Fred
Harry,George
Harry,Hagrid
Harry,Hagrid
Harry,Ron
Harry,Filch
Harry,Ron
Harry,Quidditch
Harry,Ron
Harry,Hermione
Harry,Ron
Harry,Hermione
Harry,Snape
Harry,Quirrell
Harry,Quirrell
Harry,Hermione
Harry,Hermione
Harry,Neville
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Hermione
Harry,Hermione
Harry,Voldemort
Ron,Harry
Ron,Harry
Ron,Fred
Ron,Harry
Ron,Hagrid
Ron,Harry
Ron,Seeker
Ron,Malfoy
Ron,Hermione
Ron,Neville
Ron,Seamus
Ron,Dean
Ron,Malfoy
Ron,Hagrid
Ron,Harry
Ron,Harry
Ron,Hermione
Ron,Hermione
Ron,Madam Pomfrey
Ron,Trevor
Ron,Harry
Ron,Hermione
Hagrid,Harry
Hagrid,Mr. Dursley
Hagrid,Hogwarts
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Ron
Hagrid,Flamel
Hagrid,Norbert
Hagrid,Harry
Hagrid,Hermione
Hagrid,Ronan
Hagrid,Harry
Hagrid,Voldemort
Hagrid,Hogwarts
Hagrid,Harry
Hermione,Ron
Hermione,Ron
Hermione,Ron
Hermione,Harry
Hermione,Neville
Hermione,Seamus
Hermione,Quirrell
Hermione,Harry
Hermione,Neville
Hermione,Neville
Hermione,Ron
Hermione,Ron
Hermione,Ron
Hermione,Ron
Hermione,Harry
Hermione,Harry
Neville,Harry
Neville,Ron
Neville,Malfoy
Neville,Trevor
Dudley,Harry
Dudley,Harry
Dudley,Mrs. Figg
Dudley,Harry
Dudley,Harry
Dudley,Mrs. Dursley
Dudley,Harry
Professor McGonagall,Dumbledore
Professor McGonagall,Dumbledore
Professor McGonagall,Harry
Professor McGonagall,Harry
Professor McGonagall,Wood
Professor McGonagall,Malfoy
Professor McGonagall,Neville
Professor McGonagall,Harry
Snape,Harry
Snape,Harry
Snape,Harry
Snape,Harry
Snape,Harry
Snape,Harry
Snape,Quirrell
Snape,Fluffy
Quirrell,Harry
Quirrell,Harry
Quirrell,Harry
Malfoy,Harry
Malfoy,Harry
Malfoy,Fang
Mr. Dursley,Harry
Mr. Dursley,Harry
Mr. Dursley,Harry
Mr. Dursley,Mrs. Dursley
Mr. Dursley,Harry
Mr. Dursley,Dudley
Mr. Dursley,Harry
Mr. Dursley,Harry
Mr. Dursley,Harry
Mr. Dursley,Harry
Mr. Dursley,Harry
Mr. Dursley,Mrs. Dursley
Mr. Dursley,Harry
Mr. Dursley,Hagrid
Mr. Dursley,Dursley
Mr. Dursley,Harry
Dumbledore,Professor McGonagall
Dumbledore,Professor McGonagall
Dumbledore,Harry
Dumbledore,Harry
Dumbledore,Harry
Mr. Dursley,Mrs. Dursley
Dumbledore,Harry
the Dursleys,Dudley
the Dursleys,Piers
the Dursleys,Harry
the Dursleys,Harry
Mrs. Dursley,Harry
Mrs. Dursley,Dudley
Mrs. Dursley,Harry
Mrs. Dursley,Harry
Wood,Ron
Wood,Harry
Wood,Harry
Wood,Harry
Voldemort,Ron
Voldemort,Quirrell
Percy,Harry
Percy,Ron
Filch,Ron
Filch,Harry
Slytherin,Harry
Slytherin,Spinnet
Fred,Harry
Fred,Harry
Mrs. Dursley,Dudley
Mrs. Dursley,Mr. Dursley
Norbert,Hagrid
Firenze,Harry
Firenze,Harry
Firenze,Harry
Madam Hooch,Malfoy
Professor Flitwick,Dumbledore
Gryffindor,Harry
Mr. Ollivander,Harry
Madam Pomfrey,Professor McGonagall
Madam Pomfrey,Harry
Seamus,Harry
Mrs. Norris,Ron
Hedwig,Harry
Lee Jordan,Professor McGonagall
Great Uncle Algie,Neville
Madam Malkin,Harry
Terry,Ravenclaws
Doris Crockford,Harry
Bungler,Voldemort
