Source,Target
Harry,Dudley
Harry,Lord Voldemort
Harry,Dobby
Harry,Dobby
Harry,Dobby
Harry,George
Harry,the Weasleys
Harry,the Weasleys
Harry,Ron
Harry,Ron
Harry,Mr. Weasley
Harry,Ginny
Harry,Percy
Harry,Mrs. Weasley
Harry,George
Harry,Hagrid
Harry,Ron
Harry,Hermione
Harry,Lockhart
Harry,Snape
Harry,Professor McGonagall
Harry,Professor McGonagall
Harry,Professor McGonagall
Harry,Ron
Harry,Hermione
Harry,Ron
Harry,Ron
Harry,Wood
Harry,Colin
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Filch
Harry,Hermione
Harry,Justin
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Hermione
Harry,Lee Jordan
Harry,the Snitch
Harry,Fred
Harry,George
Harry,Ron
Harry,Hermione
Harry,Mr. Malfoy
Harry,Millicent Bulstrode
Harry,Justin
Harry,Ernie
Harry,Crabbe
Harry,Malfoy
Harry,Mr. Malfoy
Harry,Lockhart
Harry,Ron
Harry,Fred
Harry,Lord Voldemort
Harry,Lord Voldemort
Harry,Hagrid
Harry,Neville
Harry,Professor McGonagall
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Spiders
Harry,Hermione
Harry,Lockhart
Harry,Ron
Harry,Ginny
Harry,Fawkes
Harry,Lord Voldemort
Harry,THE BIRD
Harry,Ginny
Harry,Ginny
Harry,Ginny
Harry,Dobby
Harry,Dobby
Harry,Ron
Ron,Harry
Ron,Harry
Ron,Errol
Ron,Errol
Ron,Harry
Ron,Hermione
Ron,Snape
Ron,Voyages
Ron,Harry
Ron,Harry
Ron,Ginny
Ron,Ginny
Ron,Harry
Ron,Hermione
Ron,Hermione
Ron,Harry
Ron,Seamus
Ron,Hermione
Ron,Harry
Ron,Harry
Ron,Harry
Ron,Hermione
Ron,Crabbe
Ron,Percy
Ron,Malfoy
Ron,Mr. Malfoy
Ron,Harry
Ron,Harry
Ron,Hermione
Ron,Harry
Ron,Professor McGonagall
Ron,Harry
Ron,Ginny
Ron,Harry
Ron,Lockhart
Ron,Hermione
Ron,Mr. Malfoy
Lockhart,Ron
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Neville
Lockhart,Harry
Lockhart,Harry
Lockhart,Malfoy
Lockhart,Harry
Lockhart,Professor McGonagall
Hermione,Voyages
Hermione,Voyages
Hermione,Ron
Hermione,Ron
Hermione,Harry
Hermione,Harry
Hermione,Ron
Hermione,Harry
Hermione,Ron
Hermione,Harry
Lord Voldemort,Harry
Lord Voldemort,Dumbledore
Lord Voldemort,Harry
Lord Voldemort,Hagrid
Lord Voldemort,Harry
Lord Voldemort,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Mr. Malfoy
Hagrid,Mr. Weasley
Hagrid,Harry
Hagrid,Fang
Hagrid,Harry
Hagrid,Aragog
Hagrid,Aragog
Dumbledore,Mrs. Norris
Dumbledore,Mrs. Norris
Dumbledore,Filch
Dumbledore,Filch
Dumbledore,Mrs. Norris
Dumbledore,Harry
Dumbledore,Harry
Dumbledore,Hagrid
Dumbledore,Armando Dippet
Dumbledore,Professor McGonagall
Dumbledore,Lockhart
Dumbledore,Harry
Ginny,Harry
Ginny,Malfoy
Ginny,Harry
Ginny,Lord Voldemort
Ginny,Harry
Dobby,Harry
Dobby,Harry
Dobby,Harry
Dobby,Harry
Dobby,Harry
Mr. Malfoy,Malfoy
Mr. Malfoy,Harry
Mr. Malfoy,Harry
Professor McGonagall,Professor Flitwick
Professor McGonagall,Harry
Professor McGonagall,Wood
Professor McGonagall,Harry
Professor McGonagall,Harry
Professor McGonagall,Harry
Percy,Errol
Percy,Ginny
Percy,Ron
Myrtle,Hermione
Myrtle,Harry
Snape,Harry
Snape,Harry
Snape,Lockhart
Filch,Dumbledore
Filch,Peeves
Filch,Mrs. Norris
Mrs. Weasley,Harry
Mrs. Weasley,Harry
Mrs. Weasley,Harry
Mrs. Weasley,Ginny
Mrs. Weasley,Harry
Mrs. Weasley,Ron
Mrs. Weasley,Ginny
Mr. Weasley,Harry
Mr. Weasley,Mr. Malfoy
Mr. Weasley,Lockhart
Mr. Weasley,Harry
Mr. Weasley,Ginny
Fred,Alicia Spinnet
Fred,Harry
Fred,Harry
Fred,Harry
Fred,Ron
Colin,Lockhart
Colin,Harry
George,Alicia Spinnet
George,Harry
George,Harry
George,Ron
Nearly Headless Nick,Peeves
Uncle Vernon,Harry
Uncle Vernon,Aunt Petunia
Uncle Vernon,Harry
Uncle Vernon,Harry
Uncle Vernon,Harry
Slytherin,Professor Binns
Madam Pomfrey,Hermione
Madam Pomfrey,Filch
Mr. Weasley,Mrs. Weasley
Aunt Petunia,Harry
Hedwig,Ron
Peeves,Filch
Peeves,Colin
Peeves,Justin
Peeves,Harry
Lord Voldemort,Ginny
Mr. Borgin,Mr. Malfoy
Crabbe,Mr. Malfoy
Dad,Harry
Dad,Ron
Dumbledore,Lord Voldemort
Lord Voldemort,Myrtle
Flint,Alicia Spinnet
Flint,Angelina
the Mandrakes,Harry
the Mandrakes,Colin
the Mandrakes,Mrs. Norris
Muggles,Hagrid
Lord Voldemort,Ginny
Mum,Percy
the Bludger,Harry
the Bludger,Harry
the Bludger,Harry
Professor Flitwick,Justin
Millicent Bulstrode,Hermione
Madam Hooch,Wood
Madam Hooch,Flint
Alicia Spinnet,Wood
Hogwarts,Harry
Willow,Harry
The Sorting Hat,Harry
