Source,Target
Harry,Dudley
Harry,his best friends
Harry,his best friends
Harry,any friends at Hogwarts
Harry,Lord Voldemort
Harry,Dobby
Harry,Dobby
Harry,Dobby
Harry,George
Harry,the Weasleys
Harry,the Weasleys
Harry,Ron
Harry,Ron
Harry,Mr. Weasley
Harry,Ginny
Harry,Percy
Harry,Mrs. Weasley
Harry,George
Harry,Hagrid
Harry,Ron
Harry,Hermione
Harry,a girlfriend
Harry,Lockhart
Harry,Snape
Harry,Professor McGonagall
Harry,Professor McGonagall
Harry,Professor McGonagall
Harry,Ron
Harry,Hermione
Harry,Ron
Harry,they
Harry,Ron
Harry,Wood
Harry,Colin
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Filch
Harry,Hermione
Harry,a portly ghost
Harry,my cat
Harry,We
Harry,Justin
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Hermione
Harry,Lee Jordan
Harry,the Snitch
Harry,Fred
Harry,George
Harry,Ron
Harry,Hermione
Harry,Mr. Malfoy
Harry,Millicent Bulstrode
Harry,Justin
Harry,Ernie
Harry,students
Harry,Crabbe
Harry,Malfoy
Harry,them
Harry,Mr. Malfoy
Harry,friends
Harry,Lockhart
Harry,Ron
Harry,Fred
Harry,Lord Voldemort
Harry,Lord Voldemort
Harry,Hagrid
Harry,Neville
Harry,Professor McGonagall
Harry,"a sixth - year girl with long , curly hair"
Harry,Ron
Harry,visitors
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Ron
Harry,Spiders
Harry,Hermione
Harry,Lockhart
Harry,Ron
Harry,Ginny
Harry,Fawkes
Harry,Lord Voldemort
Harry,THE BIRD
Harry,someone
Harry,Ginny
Harry,Ginny
Harry,their daughter
Harry,them
Harry,them
Harry,Ginny
Harry,Dobby
Harry,Dobby
Harry,Ron
Ron,Harry
Ron,Harry
Ron,Errol
Ron,Errol
Ron,Harry
Ron,Hermione
Ron,they
Ron,Snape
Ron,they
Ron,Voyages
Ron,Harry
Ron,Harry
Ron,Ginny
Ron,Ginny
Ron,Harry
Ron,Hermione
Ron,Hermione
Ron,Harry
Ron,Seamus
Ron,Hermione
Ron,Harry
Ron,Harry
Ron,Harry
Ron,Hermione
Ron,Crabbe
Ron,Percy
Ron,Malfoy
Ron,them
Ron,Mr. Malfoy
Ron,Harry
Ron,Harry
Ron,Hermione
Ron,Harry
Ron,Professor McGonagall
Ron,visitors
Ron,she
Ron,Harry
Ron,Ginny
Ron,Harry
Ron,Lockhart
Ron,Hermione
Ron,Mr. Malfoy
Lockhart,"A short , irritable - looking man"
Lockhart,Ron
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,them
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,Harry
Lockhart,The silent crowd
Lockhart,Neville
Lockhart,Harry
Lockhart,Harry
Lockhart,Malfoy
Lockhart,Harry
Lockhart,the forty - six people who have so far
Lockhart,a dozen surly - looking dwarfs
Lockhart,Professor McGonagall
Hermione,the Grangers
Hermione,Voyages
Hermione,Voyages
Hermione,Ron
Hermione,Ron
Hermione,Harry
Hermione,Harry
Hermione,a teacher
Hermione,Ron
Hermione,her knight
Hermione,her knight
Hermione,Harry
Hermione,Ron
Hermione,them
Hermione,them
Hermione,Harry
Hermione,visitors
Lord Voldemort,Harry
Lord Voldemort,Dumbledore
Lord Voldemort,Harry
Lord Voldemort,Hagrid
Lord Voldemort,the wrong person
Lord Voldemort,Harry
Lord Voldemort,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Harry
Hagrid,Mr. Malfoy
Hagrid,Mr. Weasley
Hagrid,them
Hagrid,Harry
Hagrid,they
Hagrid,Fang
Hagrid,Harry
Hagrid,Aragog
Hagrid,Aragog
Hagrid,Aragog
Dumbledore,Mrs. Norris
Dumbledore,Mrs. Norris
Dumbledore,Filch
Dumbledore,Filch
Dumbledore,Mrs. Norris
Dumbledore,him
Dumbledore,Harry
Dumbledore,Harry
Dumbledore,them
Dumbledore,Hagrid
Dumbledore,Armando Dippet
Dumbledore,Professor McGonagall
Dumbledore,Lockhart
Dumbledore,Harry
Ginny,Harry
Ginny,Malfoy
Ginny,Harry
Ginny,Lord Voldemort
Ginny,Harry
Dobby,the family
Dobby,Harry
Dobby,Harry
Dobby,Harry
Dobby,Harry
Dobby,Harry
Malfoy,Mr. Malfoy
Malfoy,the Muggle - borns
Malfoy,their
Malfoy,Father
Mr. Malfoy,Malfoy
Mr. Malfoy,them
Mr. Malfoy,Harry
Mr. Malfoy,Harry
Professor McGonagall,Professor Flitwick
Professor McGonagall,everyone
Professor McGonagall,Harry
Professor McGonagall,Wood
Professor McGonagall,Harry
Professor McGonagall,Harry
Professor McGonagall,anyone who thinks they might know anything about them
Professor McGonagall,their
Professor McGonagall,Harry
Percy,Errol
Percy,Ginny
Percy,Ron
Percy,They
Percy,their
Percy,a girlfriend
Myrtle,Hermione
Myrtle,We
Myrtle,Harry
Snape,them
Snape,Harry
Snape,Harry
Snape,Lockhart
Snape,the class
Filch,Dumbledore
Filch,students
Filch,Peeves
Filch,Mrs. Norris
Filch,students
Mrs. Weasley,Harry
Mrs. Weasley,Harry
Mrs. Weasley,his parents
Mrs. Weasley,Harry
Mrs. Weasley,Ginny
Mrs. Weasley,Harry
Mrs. Weasley,Ron
Mrs. Weasley,all four of them
Mrs. Weasley,Ginny
Mr. Weasley,Harry
Mr. Weasley,Mr. Malfoy
Mr. Weasley,Lockhart
Mr. Weasley,Harry
Mr. Weasley,Ginny
Fred,Alicia Spinnet
Fred,Harry
Fred,Harry
Fred,Harry
Fred,Ron
Colin,Lockhart
Colin,Harry
sir,Malfoy
George,Alicia Spinnet
George,Harry
George,Harry
George,Ron
Nearly Headless Nick,Peeves
Nearly Headless Nick,The rest of the school
Uncle Vernon,Harry
Uncle Vernon,Aunt Petunia
Uncle Vernon,Harry
Uncle Vernon,Harry
Uncle Vernon,Harry
Uncle Vernon,a man
Slytherin,Professor Binns
Slytherin,you
Dudley,friends
Neville,them
they,Hedwig
Professor Binns,A student
Aragog,them
Professor Sprout,the class
Professor Sprout,the class
Madam Pomfrey,Hermione
Madam Pomfrey,Filch
Madam Pomfrey,We
everyone,Snape
everyone,Lockhart
Mr. Weasley,Mrs. Weasley
Goyle,them
Aunt Petunia,Harry
people,They
people,each other
Hedwig,Ron
Peeves,Filch
Peeves,Colin
Peeves,Justin
Peeves,Harry
