Source,Target
Harry,Hedwig
Harry,the unconscious owl
Harry,the third owl
Harry,I
Harry,Uncle Vernon
Harry,Uncle Vernon
Harry,a vampire
Harry,Fudge
Harry,Fudge
Harry,Tom
Harry,Tom
Harry,Seamus Finnigan
Harry,Ron
Harry,Hermione
Harry,Hedwig
Harry,Errol
Harry,Mr. Weasley
Harry,them
Harry,Mrs. Weasley
Harry,Voldemort
Harry,Hedwig
Harry,they
Harry,Mr. Weasley
Harry,Mr. Weasley
Harry,Mr. Weasley
Harry,Lupin
Harry,the crowd
Harry,Dumbledore
Harry,the Gryffindors
Harry,each other
Harry,they
Harry,the Dursleys
Harry,the hippogriff
Harry,Malfoy
Harry,Neville
Harry,Professor Trelawney
Harry,Ron
Harry,Hermione
Harry,Professor McGonagall
Harry,them
Harry,Malfoy
Harry,Lupin
Harry,They
Harry,Crookshanks
Harry,Malfoy
Harry,Crabbe
Harry,everyone
Harry,anyone
Harry,their dying parents
Harry,Lupin
Harry,Fred
Harry,George
Harry,Fred
Harry,Hermione
Harry,Hermione
Harry,the teachers
Harry,Hagrid
Harry,Ron
Harry,Malfoy
Harry,Scabbers
Harry,Hermione
Harry,the Firebolt
Harry,them
Harry,Hermione
Harry,Lupin
Harry,his mother
Harry,his mother
Harry,his mother
Harry,his mother
Harry,my dad
Harry,James
Harry,the dementor
Harry,Lupin
Harry,Lupin
Harry,Lupin
Harry,Professor McGonagall
Harry,Lupin
Harry,Hermione
Harry,Hermione
Harry,Ron
Harry,Gryffindor
Harry,Wood
Harry,the Firebolt
Harry,the Firebolt
Harry,Hermione
Harry,Ron
Harry,Ron
Harry,the security trolls
Harry,Ron
Harry,Snape
Harry,Black
Harry,the one - eyed witch
Harry,They
Harry,Hagrid
Harry,Hermione
Harry,their
Harry,Malfoy
Harry,Malfoy
Harry,the Snitch
Harry,the Snitch
Harry,Malfoy
Harry,Malfoy
Harry,Hagrid
Harry,the students
Harry,They
Harry,Hermione
Harry,Ron
Harry,Hermione
Harry,Buckbeak
Harry,them
Harry,Ron
Harry,Ron
Harry,Dad
Harry,my parents
Harry,Hagrid
Harry,Ron
Harry,Ron
Harry,Snape
Harry,Pettigrew
Harry,I
Harry,Pettigrew
Harry,Pettigrew
Harry,the Dursleys
Harry,them
Harry,Black
Harry,Madam Pomfrey
Harry,Madam Pomfrey
Harry,Dumbledore
Harry,Hermione
Harry,Hermione
Harry,Buckbeak
Harry,his father
Harry,Buckbeak
Harry,Hagrid
Harry,Lupin
Harry,that particular Patronus
Harry,your father
Harry,Hogwarts
Harry,Ron
Harry,Hermione
Harry,uncle
Harry,your aunt
Harry,I
Harry,Uncle Vernon
Harry,Ron
Ron,the witch
Ron,him
Ron,Mr. Weasley
Ron,Harry
Ron,Crookshanks
Ron,Hermione
Ron,Harry
Ron,Harry
Ron,they
Ron,Harry
Ron,Hermione
Ron,Harry
Ron,Scabbers
Ron,they
Ron,Harry
Ron,Harry
Ron,Harry
Ron,Harry
Ron,Harry
Ron,Malfoy
Ron,Scabbers
Ron,Scabbers
Ron,Harry
Ron,Harry
Ron,the teachers
Ron,the security trolls
Ron,Harry
Ron,Hermione
Ron,Hagrid
Ron,the students
Ron,Scabbers
Ron,Harry
Ron,Pettigrew
Ron,Lupin
Ron,Harry
Ron,Black
Ron,Hermione
Ron,The minute owl
Hermione,The Ministry of Magic cars
Hermione,Lupin
Hermione,Harry
Hermione,Harry
Hermione,Ron
Hermione,Ron
Hermione,Crookshanks
Hermione,Crookshanks
Hermione,they
Hermione,Ron
Hermione,Harry
Hermione,Harry
Hermione,Harry
Hermione,Crookshanks
Hermione,Crookshanks
Hermione,Professor McGonagall
Hermione,Crookshanks
Hermione,Professor McGonagall
Hermione,Malfoy
Hermione,we
Hermione,Harry
Hermione,the rest
Hermione,Ron
Hermione,them
Hermione,Malfoy
Hermione,Ron
Hermione,everyone
Hermione,Professor McGonagall
Hermione,Lupin
Hermione,Harry
Hermione,Harry
Hermione,Harry
Hermione,Harry
Hermione,anyone
Hermione,Harry
Hermione,Harry
Hermione,Harry
Hermione,anyone
Lupin,Hermione
Lupin,their
Lupin,the class
Lupin,They
Lupin,Harry
Lupin,Harry
Lupin,Harry
Lupin,Harry
Lupin,Harry
Lupin,Snape
Lupin,Harry
Lupin,the boggart
Lupin,Harry
Lupin,Harry
Lupin,Black
Lupin,Harry
Lupin,Harry
Lupin,Black
Lupin,the villagers
Lupin,Harry
Lupin,Ron
Lupin,Black
Lupin,Black
Lupin,Scabbers
Lupin,Black
Lupin,Black
Lupin,Pettigrew
Lupin,Ron
Lupin,Black
Lupin,Pettigrew
Black,thirteen people
Black,thirteen people
Black,them people
Black,his mother
Black,father
Black,Ron
Black,them
Black,Pettigrew
Black,James
Black,this boy
Black,This cat
Black,your parents
Black,your parents
Black,Lily
Black,Lupin
Black,Hermione
Black,Lily
Black,Pettigrew
Black,Snape
Black,Ron
Black,Ron
Black,Buckbeak
Hagrid,they
Hagrid,yeh
Hagrid,the creatures
Hagrid,the hippogriffs
Hagrid,Malfoy
Hagrid,A large group including Crabbe and Goyle
Hagrid,Harry
Hagrid,Ron
Hagrid,their
Hagrid,Hermione
Hagrid,Black
Hagrid,Harry
Hagrid,Pettigrew
Hagrid,Harry
Hagrid,them
Hagrid,the class
Hagrid,the class
Hagrid,the executioner
Hagrid,Harry
Snape,Trevor
Snape,Lupin
Snape,Neville
Snape,the class
Snape,They
Snape,Harry
Snape,Harry
Snape,Harry
Snape,Harry
Snape,James
Snape,Hermione
Snape,Lupin
Snape,Lupin
Snape,the werewolf
Snape,Harry
Snape,Black
Snape,Harry
Snape,Harry
Snape,the Slytherins
Snape,Harry
Pettigrew,James
Pettigrew,father
Pettigrew,Lupin
Pettigrew,Hermione
Pettigrew,Harry
Pettigrew,Harry
Pettigrew,Lily
Pettigrew,Harry
Pettigrew,my parents
Dumbledore,everyone in the class
Dumbledore,the Gryffindors
Dumbledore,the students from Hufflepuff
Dumbledore,Girl
Dumbledore,the dementors
Dumbledore,Dementors
Dumbledore,a number of useful spies
Dumbledore,Lily
Dumbledore,a number of useful spies
Dumbledore,Harry
Dumbledore,Professor
Dumbledore,we
Dumbledore,they
Dumbledore,Black
Dumbledore,my dad
Professor Trelawney,Neville
Professor Trelawney,Hermione
Professor Trelawney,Headmaster
Professor Trelawney,Professor McGonagall
Professor Trelawney,their
Professor Trelawney,the Snitch
Professor Trelawney,Harry
Professor Trelawney,THE DARK LORD
Professor McGonagall,they
Professor McGonagall,Harry
Professor McGonagall,Hermione
Professor McGonagall,Harry
Professor McGonagall,Hermione
Professor McGonagall,they
Professor McGonagall,the class
Professor McGonagall,Harry
Professor McGonagall,A large group including Crabbe and Goyle
Professor McGonagall,Filch
Professor McGonagall,Harry
Professor McGonagall,Harry
Professor McGonagall,Harry
Professor McGonagall,Percy
Professor McGonagall,Neville
Professor McGonagall,Neville
Neville,Lupin
Neville,them
Neville,them
Neville,them
Fudge,Harry
Fudge,Harry
Fudge,some of them
Fudge,us
Fudge,Dumbledore
Fudge,Harry
Malfoy,Seeker
Malfoy,Lupin
Malfoy,each other
Malfoy,Buckbeak
Malfoy,them
Malfoy,them
Wood,his six fellow team members in the chilly locker rooms on the edge of the darkening Quidditch field
Wood,his six fellow team members in the chilly locker rooms on the edge of the darkening Quidditch field
Wood,his team
Wood,Diggory
Wood,Hermione
Wood,Harry
Wood,his team
Wood,Harry
Wood,Professor McGonagall
Wood,his team
Wood,Harry
Wood,they
Wood,each other
Wood,Harry
Aunt Marge,Harry
Aunt Marge,Harry
Aunt Marge,St. Brutus
Aunt Marge,Harry
Aunt Marge,Aunt Petunia
Scabbers,Crookshanks
Crookshanks,Ron
Crookshanks,Harry
Crookshanks,Black
Uncle Vernon,Harry
Uncle Vernon,Dudley
Uncle Vernon,Harry
Uncle Vernon,They
Percy,Scabbers
Percy,Harry
Percy,Harry
Percy,Harry
Percy,Harry
Percy,the team
Malfoy,anyone
Malfoy,a teacher
Malfoy,You
Buckbeak,Harry
Buckbeak,they
the dementors,Harry
the dementors,Black
the dementors,Black
the dementors,Black
I,Dad
I,Harry
I,Harry
I,YOUR
I,Hagrid
I,friends
I,the Dursleys
I,Buckbeak
I,Harry
the class,Lupin
the class,Snape
the class,the security trolls
Fred,Mrs. Weasley
Fred,they
Fred,Harry
Fred,Harry
Fred,Harry
Mr. Weasley,the Daily Prophet
Mr. Weasley,Harry
Mr. Weasley,Ron
Mr. Weasley,Mrs. Weasley
George,they
George,Snape
George,Harry
George,Bole
Madam Pomfrey,Hermione
everyone,Percy
Voldemort,Harry
Voldemort,Pettigrew
Mrs. Weasley,Hermione
Mrs. Weasley,Ginny
Mrs. Weasley,Harry
Tom,Fudge
Tom,Harry
Dumbledore,Lupin
Dumbledore,I
Dumbledore,Snape
anyone,Harry
anyone,Malfoy
anyone,Harry
James,Lily
James,Dumbledore
Madam Rosmerta,m’dear
people,Ron
people,one another
people,Harry
Aunt Petunia,Harry
someone,Hagrid
Crabbe,Buckbeak
A group of men,Hagrid
A group of men,Hagrid
Parvati,Harry
Parvati,Ron
the Gryffindor team,Gryffindor
the Gryffindor team,the Slytherins
your father,Pettigrew
Gryffindor,Ravenclaw
Ron,Harry
Ron,Hermione
